,id,index_right,cluster,sqkm,precipitation prc_mean,SGC yld Irrigation High_mean,YAM yld Rain-fed Low_mean,CAS yld Rain-fed Low_mean,SGC yld Rain-fed High_mean,SGC evt Irrigation Low_mean,PTS evt Rain-fed Low_mean,RCP yld Irrigation Low_mean,YAM cwd Rain-fed High_mean,CON cwd Rain-fed High_mean,CON evt Irrigation Low_mean,CAS evt Rain-fed High_mean,PTS yld Rain-fed High_mean,PTS evt Irrigation High_mean,RCP yld Rain-fed High_mean,SGC yld Rain-fed Low_mean,RCP evt Rain-fed Low_mean,YAM yld Irrigation High_mean,SGC yld Irrigation Low_mean,CON yld Irrigation High_mean,CON yld Irrigation Low_mean,YAM evt Irrigation High_mean,CAS evt Irrigation Low_mean,RCP cwd Rain-fed Low_mean,SGC cwd Irrigation Low_mean,RCP yld Rain-fed Low_mean,CON cwd Rain-fed Low_mean,RCP evt Irrigation High_mean,PTS evt Rain-fed High_mean,YAM evt Rain-fed High_mean,PTS cwd Rain-fed High_mean,YAM evt Rain-fed Low_mean,PTS evt Irrigation Low_mean,CAS cwd Irrigation Low_mean,CAS yld Rain-fed High_mean,CON yld Rain-fed Low_mean,PTS cwd Irrigation High_mean,CAS evt Irrigation High_mean,CON cwd Irrigation Low_mean,PTS cwd Rain-fed Low_mean,SGC evt Rain-fed Low_mean,CON evt Rain-fed High_mean,SGC cwd Rain-fed Low_mean,RCP cwd Irrigation High_mean,SGC cwd Irrigation High_mean,CAS yld Irrigation Low_mean,CAS evt Rain-fed Low_mean,YAM yld Irrigation Low_mean,YAM cwd Rain-fed Low_mean,PTS yld Rain-fed Low_mean,PTS cwd Irrigation Low_mean,CON yld Rain-fed High_mean,PTS yld Irrigation High_mean,SGC evt Irrigation High_mean,CON evt Rain-fed Low_mean,RCP yld Irrigation High_mean,YAM cwd Irrigation High_mean,YAM evt Irrigation Low_mean,CON cwd Irrigation High_mean,PTS yld Irrigation Low_mean,CON evt Irrigation High_mean,RCP evt Irrigation Low_mean,YAM cwd Irrigation Low_mean,RCP cwd Irrigation Low_mean,CAS yld Irrigation High_mean,RCP evt Rain-fed High_mean,CAS cwd Irrigation High_mean,RCP cwd Rain-fed High_mean,CAS cwd Rain-fed High_mean,SGC cwd Rain-fed High_mean,SGC evt Rain-fed High_mean,CAS cwd Rain-fed Low_mean,YAM yld Rain-fed High_mean,LCType2,LCType5,LCType6,LCType10,geometry
50,50,0,FJI,87.73683656238343,2254.5,11322.75,2487.75,2070.5,11322.75,853.5,491.5,1996.5,1.0,0.75,334.0,879.5,7063.0,579.75,7670.75,3564.75,443.0,8870.5,3495.25,3524.25,655.75,809.75,574.5,1.0,1.0,1852.75,0.5,583.5,596.25,951.25,1.0,811.75,486.5,1.0,9211.5,656.75,1.0,677.75,0.5,1.0,981.75,664.5,1.0,1.0,1.25,1993.0,733.25,2484.0,1.0,2310.5,1.0,3524.25,7063.0,1031.75,381.25,8315.0,1.0,657.0,0.75,2310.5,525.5,495.5,1.0,1.0,9211.5,527.25,1.0,1.0,1.0,1.0,1172.25,1.0,8870.5,,,3.0,1.0,"POLYGON ((177.87293500000018 -17.916046999999946, 177.87293500000024 -17.82604699999995, 177.78293500000024 -17.82604699999995, 177.7829350000002 -17.916046999999946, 177.87293500000018 -17.916046999999946))"
51,51,0,FJI,87.78008828926075,2237.25,11403.75,2503.75,2064.75,11403.75,844.0,490.0,1997.5,1.0,0.75,167.0,870.25,7015.0,573.75,7686.75,3576.75,440.75,8981.25,3507.75,3428.5,330.25,801.75,567.75,1.0,1.0,1847.25,0.25,577.25,590.75,942.0,1.0,803.5,482.0,1.0,9248.25,330.5,1.0,669.5,0.25,1.0,969.0,655.25,1.0,1.0,1.0,1987.75,725.75,2500.0,1.0,2318.0,1.0,3428.5,7015.0,1020.5,190.0,8349.75,1.0,650.5,0.75,2318.0,517.75,497.25,1.0,1.0,9248.25,517.75,1.0,1.0,1.0,1.0,1159.75,1.0,8981.25,,,2.0,2.0,"POLYGON ((177.87293500000024 -17.826046999999953, 177.8729350000002 -17.73604699999995, 177.78293500000024 -17.73604699999995, 177.78293500000024 -17.826046999999953, 177.87293500000024 -17.826046999999953))"
52,52,0,FJI,87.82312708570551,2225.5,11343.0,2520.5,2102.75,11343.0,855.0,488.75,2003.75,1.0,0.75,335.5,874.75,7219.75,578.5,7689.5,3570.25,448.0,8952.0,3513.25,3550.75,667.25,813.0,575.0,1.0,1.0,1856.0,0.5,582.0,595.5,946.5,1.0,810.0,486.0,1.0,9288.75,668.0,1.0,678.5,0.5,1.0,975.0,663.5,1.0,1.0,3.75,2028.75,732.5,2517.25,1.0,2352.75,1.0,3550.75,7219.75,1031.25,381.25,8417.5,1.0,659.75,0.75,2352.75,527.5,494.5,1.0,1.0,9288.75,522.0,1.0,1.0,1.0,1.0,1168.25,1.0,8952.0,,,1.0,3.0,"POLYGON ((177.8729350000002 -17.73604699999995, 177.87293500000018 -17.646046999999946, 177.78293500000024 -17.646046999999946, 177.78293500000024 -17.73604699999995, 177.8729350000002 -17.73604699999995))"
53,53,0,FJI,87.8659528682934,2215.75,11340.5,2581.75,2122.25,11340.5,860.25,489.5,2004.25,1.0,0.75,500.0,877.25,7314.0,575.5,7645.0,3582.5,452.5,8984.25,3521.25,3630.75,943.75,819.0,578.25,1.0,1.0,1855.5,0.75,583.75,591.0,948.75,1.0,812.0,487.25,1.0,9321.0,945.5,1.0,683.0,0.75,1.0,976.75,666.5,1.0,1.0,6.25,2047.75,735.0,2578.0,1.0,2421.75,1.0,3630.75,7314.0,1035.0,567.75,8468.0,1.0,664.5,0.75,2421.75,532.25,489.5,1.0,1.0,9321.0,514.0,1.0,3.5,1.0,1.0,1172.5,1.0,8984.25,,,1.0,3.0,"POLYGON ((177.87293500000018 -17.646046999999946, 177.87293500000018 -17.556046999999946, 177.78293500000024 -17.556046999999946, 177.78293500000024 -17.646046999999946, 177.87293500000018 -17.646046999999946))"
54,54,0,FJI,87.90856555406955,2214.0,11302.75,2733.0,2197.0,11302.75,890.0,505.5,2012.0,1.0,1.0,664.25,914.25,7558.5,595.25,7835.25,3581.5,470.0,9277.25,3533.5,4916.0,1312.5,857.0,593.5,1.0,1.0,1875.5,1.0,603.25,611.25,982.0,1.0,820.25,503.0,1.0,9318.25,1314.75,1.0,726.0,1.0,1.0,1009.25,879.0,1.0,1.0,19.75,2125.5,755.5,2729.5,1.0,2562.0,1.0,4916.0,7558.5,1079.5,765.0,8762.25,1.5,674.25,1.0,2562.0,739.75,501.25,1.0,1.0,9318.25,534.5,1.0,8.0,1.0,1.0,1225.0,1.0,9277.25,,,,4.0,"POLYGON ((177.87293500000018 -17.55604699999995, 177.87293500000018 -17.466046999999943, 177.7829350000002 -17.466046999999943, 177.78293500000024 -17.55604699999995, 177.87293500000018 -17.55604699999995))"
55,55,0,FJI,87.56170203461845,2882.5,11265.5,2120.0,1920.0,11265.5,923.5,537.5,1977.0,1.0,1.0,711.0,973.0,6673.0,640.5,6961.5,3584.0,538.5,7033.5,3544.5,3988.0,1351.5,874.5,639.0,1.0,1.0,1899.0,1.0,638.5,657.5,1049.0,1.0,916.0,547.5,1.0,8975.0,1352.5,1.0,757.0,1.0,1.0,1093.5,946.0,1.0,1.0,1.0,1851.5,818.0,2118.0,1.0,1861.0,1.0,3988.0,6673.0,1147.0,801.0,6971.0,1.0,700.5,1.0,1861.0,760.0,522.5,1.0,1.0,8975.0,640.5,1.0,1.0,1.0,1.0,1300.5,1.0,7033.5,2.0,,,,"POLYGON ((177.96293500000024 -18.276046999999945, 177.9629350000002 -18.186046999999945, 177.87293500000018 -18.186046999999945, 177.8729350000002 -18.276046999999945, 177.96293500000024 -18.276046999999945))"
56,56,0,FJI,87.60580464006908,2894.25,11280.75,2101.25,1916.75,11280.75,923.0,537.0,1978.0,1.0,1.0,710.75,972.0,6676.0,640.0,6912.0,3588.5,538.25,6969.75,3544.75,3945.25,1338.75,874.0,638.25,1.0,1.0,1902.0,1.0,638.0,657.0,1048.0,1.0,915.25,546.5,1.0,8986.75,1340.0,1.0,756.0,1.0,1.0,1092.75,945.0,1.0,1.0,1.0,1848.0,817.5,2098.75,1.0,1837.0,1.0,3945.25,6676.0,1145.75,800.25,6920.25,1.0,700.5,1.0,1837.0,759.5,522.0,1.0,1.0,8986.75,639.75,1.0,1.0,1.0,1.0,1298.75,1.0,6969.75,4.0,,,,"POLYGON ((177.96293500000021 -18.186046999999952, 177.96293500000024 -18.096046999999942, 177.87293500000024 -18.096046999999942, 177.87293500000015 -18.186046999999952, 177.96293500000021 -18.186046999999952))"
57,57,0,FJI,87.64969465326188,2918.0,11338.75,1994.0,1904.75,11338.75,891.0,522.75,1988.5,1.0,0.75,355.25,943.75,6740.25,618.5,6664.5,3580.0,523.25,6674.25,3513.0,2685.0,663.0,844.75,615.75,1.0,1.0,1912.0,0.5,612.0,634.75,1020.0,1.0,890.5,529.5,1.0,9096.75,663.75,1.0,728.75,0.5,1.0,1059.0,696.0,1.0,1.0,1.0,1830.75,793.75,1990.75,1.0,1698.25,1.0,2685.0,6740.25,1105.5,399.75,6688.5,1.0,677.5,0.75,1698.25,557.25,521.75,1.0,1.0,9096.75,624.75,1.0,1.0,1.0,1.0,1258.5,1.0,6674.25,4.0,,,,"POLYGON ((177.96293500000024 -18.096046999999952, 177.96293500000021 -18.006046999999942, 177.87293500000018 -18.006046999999942, 177.87293500000024 -18.096046999999952, 177.96293500000024 -18.096046999999952))"
58,58,0,FJI,87.69337198896025,2568.8333333333335,11317.5,2015.8333333333333,1965.0,11317.5,822.3333333333334,482.3333333333333,2005.8333333333333,1.0,0.5,108.33333333333333,869.0,6793.5,570.0,6822.0,3552.5,467.8333333333333,7268.333333333333,3468.1666666666665,1971.5,199.16666666666666,783.8333333333334,558.8333333333334,1.0,1.0,1903.1666666666667,0.16666666666666666,564.0,585.6666666666666,924.3333333333334,1.0,809.3333333333334,485.6666666666667,1.0,9207.5,199.5,1.0,660.0,0.16666666666666666,1.0,963.3333333333334,440.6666666666667,1.0,1.0,1.0,1885.5,723.8333333333334,2012.3333333333333,1.0,1812.8333333333333,1.0,1971.5,6793.5,1003.8333333333334,124.33333333333333,7102.333333333333,1.0,630.8333333333334,0.5,1812.8333333333333,347.0,492.1666666666667,1.0,1.0,9207.5,557.1666666666666,1.0,1.0,1.0,1.0,1154.0,1.0,7268.333333333333,4.0,,1.0,1.0,"POLYGON ((177.96293500000021 -18.00604699999995, 177.96293500000016 -17.916046999999946, 177.87293500000018 -17.916046999999946, 177.87293500000018 -18.00604699999995, 177.96293500000021 -18.00604699999995))"
59,59,0,FJI,87.73683656237374,2348.5,11187.0,1927.75,2014.25,11187.0,779.0,461.25,2020.5,1.0,0.25,162.5,826.25,6825.5,542.25,6790.25,3508.0,429.0,7470.5,3424.75,1152.25,298.75,749.25,524.75,1.0,1.0,1892.25,0.25,535.5,558.25,841.75,1.0,761.0,459.25,1.0,9270.75,299.25,1.0,619.0,0.25,1.0,906.0,219.75,1.0,1.0,1.0,1934.5,682.25,1924.5,1.0,1848.5,1.0,1152.25,6825.5,942.5,186.5,7272.0,1.0,600.75,0.25,1848.75,172.75,469.75,1.0,1.0,9270.75,505.75,1.0,1.0,1.0,1.0,1092.75,1.0,7470.5,2.0,,2.0,,"POLYGON ((177.96293500000016 -17.916046999999946, 177.96293500000021 -17.82604699999995, 177.87293500000024 -17.82604699999995, 177.87293500000018 -17.916046999999946, 177.96293500000016 -17.916046999999946))"
60,60,0,FJI,87.78008828928984,2319.5,11230.0,1954.25,2014.25,11230.0,779.5,465.75,2019.25,1.0,0.25,0.0,826.0,6824.5,542.0,6841.75,3509.0,417.5,7528.5,3425.75,1091.5,0.0,752.75,524.5,1.0,1.0,1877.5,0.0,537.25,558.0,845.5,1.0,758.5,461.0,1.0,9289.75,0.0,1.0,618.75,0.0,1.0,907.75,216.25,1.0,1.0,1.0,1934.5,682.0,1951.0,1.0,1861.5,1.0,1091.5,6824.5,943.0,0.0,7352.75,1.0,601.75,0.25,1862.0,170.5,474.0,1.0,1.0,9289.75,496.75,1.0,1.0,1.0,1.0,1092.25,1.0,7528.5,1.0,,2.0,1.0,"POLYGON ((177.96293500000021 -17.826046999999953, 177.96293500000024 -17.73604699999995, 177.8729350000002 -17.73604699999995, 177.87293500000024 -17.826046999999953, 177.96293500000021 -17.826046999999953))"
61,61,0,FJI,87.82312708575402,2299.75,11244.0,1998.5,2025.5,11244.0,781.75,465.5,2019.25,1.0,0.25,0.0,824.0,6819.0,542.5,6906.25,3513.25,410.25,7546.75,3430.5,1091.5,0.0,758.25,525.5,1.0,1.0,1868.0,0.0,540.0,558.25,847.5,1.0,759.0,463.0,1.0,9296.5,0.0,1.0,620.25,0.0,1.0,907.25,216.25,1.0,1.0,1.0,1945.75,682.75,1995.25,1.0,1914.5,1.0,1091.5,6819.0,946.25,0.0,7428.0,1.0,604.25,0.25,1914.75,170.5,472.25,1.0,1.0,9296.5,492.75,1.0,1.0,1.0,1.0,1091.25,1.0,7546.75,1.0,,2.0,1.0,"POLYGON ((177.96293500000024 -17.73604699999995, 177.96293500000021 -17.646046999999946, 177.8729350000002 -17.646046999999946, 177.8729350000002 -17.73604699999995, 177.96293500000024 -17.73604699999995))"
62,62,0,FJI,87.86595286831282,2283.5,11289.25,2198.0,2038.5,11289.25,808.0,474.75,2007.75,1.0,0.25,166.5,840.0,6912.5,552.5,7128.5,3540.5,423.75,8013.5,3465.0,1205.25,310.75,777.0,543.0,1.0,1.0,1858.25,0.25,552.25,568.0,887.75,1.0,776.5,469.5,1.0,9290.0,311.25,1.0,641.0,0.25,1.0,928.0,222.25,1.0,1.0,1.0,1961.25,699.75,2194.5,1.0,2065.0,1.0,1205.25,6912.5,978.0,189.25,7735.0,1.0,624.75,0.25,2065.0,177.25,476.75,1.0,1.0,9290.0,504.75,1.0,3.5,1.0,1.0,1116.5,1.0,8013.5,1.0,,2.0,1.0,"POLYGON ((177.96293500000021 -17.646046999999946, 177.96293500000024 -17.556046999999946, 177.8729350000002 -17.556046999999946, 177.8729350000002 -17.646046999999946, 177.96293500000021 -17.646046999999946))"
63,63,0,FJI,87.90856555406955,2275.25,11284.5,2602.75,2116.5,11284.5,877.25,504.25,1996.25,1.0,0.75,500.75,905.75,7220.75,592.5,7792.5,3563.25,461.75,8995.5,3514.0,3729.75,1022.5,846.5,584.75,1.0,1.0,1865.75,0.75,595.25,608.75,974.5,1.0,813.5,498.75,1.0,9229.75,1023.75,1.0,715.75,0.75,1.0,998.0,661.5,1.0,1.0,8.0,2046.5,747.75,2599.5,1.0,2416.0,1.0,3729.75,7220.75,1076.75,580.0,8462.75,1.0,664.5,0.75,2416.0,566.25,501.75,1.0,1.0,9229.75,553.0,1.0,8.25,1.0,1.0,1212.0,1.0,8995.5,,1.0,1.0,2.0,"POLYGON ((177.96293500000024 -17.55604699999995, 177.96293500000021 -17.466046999999943, 177.87293500000024 -17.466046999999943, 177.8729350000002 -17.55604699999995, 177.96293500000024 -17.55604699999995))"
64,64,0,FJI,87.56170203460876,2828.0,11232.5,2030.5,1895.0,11232.5,902.0,526.0,1973.5,1.0,1.0,688.5,947.0,6656.5,620.5,6844.5,3575.0,518.5,6869.5,3535.5,3966.0,1362.0,853.5,627.5,1.0,1.0,1897.5,1.0,620.5,636.5,1024.5,1.0,896.0,531.5,1.0,8953.0,1363.5,1.0,729.5,1.0,1.0,1062.5,921.0,1.0,1.0,1.0,1827.5,797.0,2028.0,1.0,1760.0,1.0,3966.0,6656.5,1106.5,782.0,6849.0,1.0,687.5,1.0,1760.0,732.5,512.0,1.0,1.0,8953.0,629.0,1.0,1.0,1.0,1.0,1262.5,1.0,6869.5,2.0,,,,"POLYGON ((178.05293500000025 -18.276046999999945, 178.0529350000002 -18.186046999999945, 177.96293500000021 -18.186046999999945, 177.96293500000024 -18.276046999999945, 178.05293500000025 -18.276046999999945))"
65,65,0,FJI,87.60580464007876,2812.25,11242.0,2042.25,1898.5,11242.0,902.5,526.0,1973.75,1.0,1.0,689.0,946.75,6657.75,620.25,6844.0,3577.75,518.0,6874.0,3538.5,3956.75,1356.75,854.0,627.75,1.0,1.0,1900.0,1.0,620.0,636.25,1023.75,1.0,895.5,530.5,1.0,8961.0,1358.5,1.0,729.5,1.0,1.0,1062.75,920.75,1.0,1.0,1.0,1831.75,797.0,2039.5,1.0,1771.75,1.0,3956.75,6657.75,1107.0,784.25,6849.25,1.0,688.25,1.0,1771.75,733.0,511.75,1.0,1.0,8961.0,627.0,1.0,1.0,1.0,1.0,1261.75,1.0,6874.0,4.0,,,,"POLYGON ((178.0529350000002 -18.186046999999952, 178.0529350000002 -18.096046999999942, 177.96293500000024 -18.096046999999942, 177.96293500000021 -18.186046999999952, 178.0529350000002 -18.186046999999952))"
66,66,0,FJI,87.64969465326188,2784.5,11325.5,2015.5,1904.0,11325.5,881.75,516.75,1983.25,1.0,1.0,507.0,928.0,6705.75,606.75,6746.75,3587.5,511.75,6772.0,3525.5,3652.5,977.0,835.25,613.0,1.0,1.0,1911.75,0.75,605.25,622.25,1004.25,1.0,878.25,516.25,1.0,9051.0,978.5,1.0,711.75,0.75,1.0,1040.5,902.75,1.0,1.0,1.0,1832.25,781.0,2012.25,1.0,1730.0,1.0,3652.5,6705.75,1081.0,581.5,6761.0,1.0,673.5,1.0,1730.0,715.75,508.75,1.0,1.0,9051.0,613.25,1.0,1.0,1.0,1.0,1235.0,1.0,6772.0,4.0,,,,"POLYGON ((178.0529350000002 -18.096046999999952, 178.05293500000022 -18.006046999999942, 177.96293500000021 -18.006046999999942, 177.96293500000024 -18.096046999999952, 178.0529350000002 -18.096046999999952))"
67,67,0,FJI,87.69337198894087,2554.8333333333335,11260.666666666666,1809.0,1940.8333333333333,11260.666666666666,794.6666666666666,469.8333333333333,2011.1666666666667,1.0,0.3333333333333333,108.16666666666667,854.8333333333334,6806.0,555.1666666666666,6512.833333333333,3530.0,467.6666666666667,6658.833333333333,3444.6666666666665,1119.1666666666667,200.83333333333334,758.1666666666666,547.6666666666666,1.0,1.0,1928.3333333333333,0.16666666666666666,543.8333333333334,570.5,910.6666666666666,1.0,791.3333333333334,470.1666666666667,1.0,9246.166666666666,201.16666666666666,1.0,634.5,0.16666666666666666,1.0,935.0,295.0,1.0,1.0,1.0,1862.0,705.5,1805.8333333333333,1.0,1626.3333333333333,1.0,1119.1666666666667,6806.0,966.0,125.5,6685.333333333333,1.0,611.0,0.3333333333333333,1626.3333333333333,232.66666666666666,479.3333333333333,1.0,1.0,9246.166666666666,550.1666666666666,1.0,1.0,1.0,1.0,1128.0,1.0,6658.833333333333,6.0,,,,"POLYGON ((178.05293500000022 -18.00604699999995, 178.05293500000016 -17.916046999999946, 177.96293500000024 -17.916046999999946, 177.96293500000021 -18.00604699999995, 178.05293500000022 -18.00604699999995))"
68,68,0,FJI,87.73683656237374,2400.25,11056.0,1494.25,1987.0,11056.0,739.25,441.5,2039.5,1.0,0.0,0.0,806.5,6877.75,518.5,6233.0,3449.0,436.25,6531.0,3368.25,0.0,0.0,715.5,508.0,1.0,1.0,1943.75,0.0,507.0,533.25,789.5,1.0,697.25,441.75,1.0,9355.75,0.0,1.0,588.0,0.0,1.0,857.75,0.0,1.0,1.0,1.0,1910.25,652.75,1492.25,1.0,1592.75,1.0,0.0,6877.75,895.0,0.0,6654.75,1.0,572.25,0.0,1593.0,0.0,458.0,1.0,1.0,9355.75,491.5,1.0,1.0,1.0,1.0,1061.0,1.0,6531.0,4.0,,,,"POLYGON ((178.05293500000016 -17.916046999999946, 178.05293500000025 -17.82604699999995, 177.96293500000024 -17.82604699999995, 177.96293500000024 -17.916046999999946, 178.05293500000016 -17.916046999999946))"
69,69,0,FJI,87.78008828924133,2364.75,11043.0,1494.0,1999.25,11043.0,738.0,446.0,2042.25,1.0,0.0,0.0,804.75,6880.0,517.0,6204.25,3444.25,422.5,6484.5,3363.5,0.0,0.0,729.25,506.75,1.0,1.0,1929.25,0.0,510.5,531.75,769.0,1.0,693.5,446.0,1.0,9367.75,0.0,1.0,587.0,0.0,1.0,857.5,0.0,1.0,1.0,1.0,1922.5,651.0,1492.0,1.0,1610.75,1.0,0.0,6880.0,893.75,0.0,6707.5,1.0,572.0,0.0,1610.75,0.0,454.5,1.0,1.0,9367.75,469.75,1.0,1.0,1.0,1.0,1058.25,1.0,6484.5,3.0,,1.0,,"POLYGON ((178.05293500000025 -17.826046999999953, 178.05293500000016 -17.73604699999995, 177.96293500000024 -17.73604699999995, 177.96293500000024 -17.826046999999953, 178.05293500000025 -17.826046999999953))"
70,70,0,FJI,87.82312708569579,2338.5,11070.5,1529.5,2019.25,11070.5,742.75,451.0,2042.0,1.0,0.0,0.0,808.0,6875.0,521.5,6289.75,3457.25,408.0,6476.75,3372.75,0.0,0.0,738.75,509.25,1.0,1.0,1912.75,0.0,517.0,537.0,779.75,1.0,695.5,448.75,1.0,9369.0,0.0,1.0,590.5,0.0,1.0,873.25,0.0,1.0,1.0,1.0,1939.0,659.25,1527.25,1.0,1640.5,1.0,0.0,6875.0,899.75,0.0,6803.0,1.0,575.0,0.0,1640.25,0.0,455.0,1.0,1.0,9369.0,467.75,1.0,1.0,1.0,1.0,1061.25,1.0,6476.75,3.0,,1.0,,"POLYGON ((178.05293500000016 -17.73604699999995, 178.0529350000002 -17.646046999999946, 177.96293500000021 -17.646046999999946, 177.96293500000024 -17.73604699999995, 178.05293500000016 -17.73604699999995))"
71,71,0,FJI,87.86595286831282,2315.5,11194.5,1740.75,2006.0,11194.5,770.0,457.75,2023.75,1.0,0.0,0.0,823.5,6845.25,534.75,6719.75,3496.25,409.0,7218.75,3413.0,0.0,0.0,746.5,527.25,1.0,1.0,1884.0,0.0,529.75,550.5,841.5,1.0,714.25,452.5,1.0,9334.25,0.0,1.0,611.5,0.0,1.0,896.25,0.0,1.0,1.0,1.0,1927.0,677.75,1738.25,1.0,1766.25,1.0,0.0,6845.25,932.75,0.0,7215.5,1.0,596.25,0.0,1766.25,0.0,467.25,1.0,1.0,9334.25,500.5,1.0,1.0,1.0,1.0,1086.25,1.0,7218.75,3.0,,1.0,,"POLYGON ((178.0529350000002 -17.646046999999946, 178.05293500000022 -17.556046999999946, 177.96293500000024 -17.556046999999946, 177.96293500000021 -17.646046999999946, 178.0529350000002 -17.646046999999946))"
72,72,0,FJI,87.90856555407929,2307.0,11361.0,2339.0,2033.25,11361.0,845.5,485.5,1996.0,1.0,0.5,166.25,876.75,6885.5,572.75,7604.5,3561.75,444.25,8559.0,3493.25,2362.25,351.5,808.5,572.25,1.0,1.0,1858.25,0.25,570.0,588.0,938.0,1.0,800.0,482.75,1.0,9231.5,351.75,1.0,682.25,0.25,1.0,964.75,441.75,1.0,1.0,1.5,1959.0,727.25,2335.5,1.0,2148.0,1.0,2362.25,6885.5,1033.75,194.75,8040.0,1.0,648.5,0.5,2148.0,375.75,494.0,1.0,1.0,9231.5,553.75,1.0,1.25,1.0,1.0,1167.75,1.0,8559.0,1.0,1.0,1.0,1.0,"POLYGON ((178.05293500000022 -17.55604699999995, 178.05293500000022 -17.466046999999943, 177.96293500000027 -17.466046999999943, 177.96293500000024 -17.55604699999995, 178.05293500000022 -17.55604699999995))"
73,73,0,FJI,87.95096506044801,2303.0,11338.333333333334,2641.3333333333335,2082.6666666666665,11338.333333333334,906.0,508.6666666666667,1984.0,1.0,1.0,452.6666666666667,915.3333333333334,7086.666666666667,596.3333333333334,8097.333333333333,3576.0,471.0,9194.0,3529.3333333333335,4842.0,932.6666666666666,860.6666666666666,611.0,1.0,1.0,1861.6666666666667,0.6666666666666666,597.6666666666666,610.3333333333334,961.3333333333334,1.0,837.0,508.6666666666667,1.0,9190.0,933.3333333333334,1.0,737.0,0.6666666666666666,1.0,1018.3333333333334,886.0,1.0,1.0,3.0,2014.3333333333333,764.6666666666666,2638.0,1.0,2454.3333333333335,1.0,4842.0,7086.666666666667,1108.0,523.3333333333334,8549.666666666666,1.0,695.0,1.0,2454.3333333333335,759.0,509.3333333333333,1.0,1.0,9190.0,576.3333333333334,1.0,3.6666666666666665,1.0,1.0,1228.0,1.0,9194.0,,1.0,,2.0,"POLYGON ((178.05293500000022 -17.466046999999943, 178.05293500000022 -17.376046999999947, 177.96293500000024 -17.376046999999947, 177.96293500000027 -17.466046999999943, 178.05293500000022 -17.466046999999943))"
74,74,0,FJI,87.56170203456031,2795.5,11096.0,1942.5,1860.0,11096.0,897.0,522.0,1959.5,1.0,1.0,678.0,935.5,6602.0,609.5,6690.5,3533.0,506.0,6641.0,3494.0,3955.5,1412.0,847.5,627.5,1.0,1.0,1903.0,1.0,611.5,624.5,1014.5,1.0,888.5,523.0,1.0,8858.0,1414.0,1.0,715.5,1.0,1.0,1049.0,910.0,1.0,1.0,1.0,1794.0,787.5,1940.0,1.0,1672.5,1.0,3955.5,6602.0,1086.0,779.5,6690.5,1.0,686.0,1.0,1672.5,718.5,508.5,1.0,1.0,8858.0,626.5,1.0,1.0,1.0,1.0,1244.5,1.0,6641.0,1.0,,1.0,,"POLYGON ((178.14293500000016 -18.276046999999945, 178.14293500000016 -18.186046999999945, 178.05293500000022 -18.186046999999945, 178.05293500000028 -18.276046999999945, 178.14293500000016 -18.276046999999945))"
75,75,0,FJI,87.6058046400303,2758.75,11193.0,1948.25,1871.25,11193.0,883.75,515.5,1968.5,1.0,1.0,668.5,923.5,6635.75,601.75,6694.25,3563.0,499.0,6663.5,3516.75,3891.0,1365.25,835.5,618.25,1.0,1.0,1911.25,1.0,603.25,616.75,1001.75,1.0,877.25,516.0,1.0,8927.75,1367.25,1.0,704.25,1.0,1.0,1034.75,898.5,1.0,1.0,1.0,1804.0,777.75,1945.25,1.0,1668.5,1.0,3891.0,6635.75,1069.75,771.75,6695.0,1.0,676.75,1.0,1668.5,707.75,502.0,1.0,1.0,8927.75,617.0,1.0,1.0,1.0,1.0,1227.25,1.0,6663.5,3.0,,1.0,,"POLYGON ((178.14293500000016 -18.186046999999952, 178.1429350000002 -18.096046999999942, 178.0529350000002 -18.096046999999942, 178.05293500000022 -18.186046999999952, 178.14293500000016 -18.186046999999952))"
76,76,0,FJI,87.6496946532425,2690.5,11347.25,1955.0,1891.75,11347.25,853.0,501.5,1984.75,1.0,0.75,491.75,898.75,6710.25,587.75,6679.25,3594.0,491.75,6676.5,3524.75,2858.25,960.5,807.5,596.5,1.0,1.0,1924.75,0.75,586.75,603.5,975.25,1.0,851.5,501.0,1.0,9067.0,962.0,1.0,678.25,0.75,1.0,1001.75,662.0,1.0,1.0,1.0,1819.0,754.5,1951.75,1.0,1658.5,1.0,2858.25,6710.25,1031.75,570.25,6684.75,1.0,654.75,0.75,1658.5,519.75,494.0,1.0,1.0,9067.0,594.75,1.0,1.0,1.0,1.0,1190.5,1.0,6676.5,4.0,,,,"POLYGON ((178.1429350000002 -18.096046999999952, 178.1429350000002 -18.006046999999942, 178.05293500000022 -18.006046999999942, 178.0529350000002 -18.096046999999952, 178.1429350000002 -18.096046999999952))"
