map_id,model_file,parameter,entity,mode,scenario,years,value_or_expression,model_unit,evidence_ids,superseded_by,notes
MAP_CROP_V28_TIMESLICES,RYTTs.json,CF,TEC_imp_crop_cas; TEC_imp_crop_yam; TEC_imp_crop_con; TEC_imp_crop_oth; TEC_imp_sugar_fji,,SC_0,2020-2050,1 in each timeslice,fraction,ASM_CROP_IMPORT_BACKSTOP,,
MAP_CROP_V28_INPUT_SNAPSHOT,data_sources/snapshots/fiji_v28_population_crop_trade.json,complete evidence snapshot,Fiji crop population food and trade inputs,,SC_0,2020-2050,source observations; HS rows; conversion assumptions; population; policy,mixed,CALC_CROP_V28_FINAL_DEMAND CALC_CROP_V28_IMPORT_FLOOR,,
MAP_CROP_V28_MANIFEST,model/inputs/population_crop_trade_v28_manifest.json,complete active supporting record,Fiji_v2.8 population crop trade,,SC_0,2020-2050,full annual demand/import/export series; classifications; equation map; validation,mixed,CALC_CROP_V28_FINAL_DEMAND CALC_CROP_V28_IMPORT_FLOOR CALC_CROP_V28_SOLVER_VALIDATION,,
MAP_CROP_V28_VALIDATION,validation/population_crop_trade_v28_final.json,validation evidence,Fiji_v2.8,,SC_0,2020-2050,deterministic + generation + GLPK + CBC + control + identity/timestamp checks,status,CALC_CROP_V28_SOLVER_VALIDATION,,
MAP_CROP_V28_DROUGHT_VALIDATION,validation/population_crop_trade_v28_final.json,95 percent domestic crop production-loss diagnostic,five crop groups,,diagnostic only,2020;2025;2050,imports rise to meet unchanged demand,Mt,CALC_CROP_V28_DROUGHT_VALIDATION,,
MAP_FISH_V29_STRUCTURE,genData.json,osy-comm; osy-tech additions,COM_fsh_raw; COM_fsh_food; TEC_fsh_cap_harv; TEC_fsh_aq_harv; TEC_fsh_post_prc; TEC_imp_fsh_food,1,SC_0,2020-2050,FSHRAW and FSHFOOD plus capture/aquaculture/post mass links and IMPFSHFOOD,Mt; Mt/year,CALC_FISH_V29_FINAL_DEMAND CALC_FISH_V29_CAPTURE_INTENSITY CALC_FISH_V29_AQUACULTURE_INTENSITY CALC_FISH_V29_POST_INTENSITY ASM_FISH_IMPORT_BACKSTOP,,
MAP_FISH_V29_FINAL_DEMAND,RYC.json,AAD; SAD,COM_fsh_food,,SC_0,2020-2050,AAD=CALC_FISH_V29_FINAL_DEMAND; SAD=0,Mt/year; Mt/timeslice,CALC_FISH_V29_FINAL_DEMAND,,
MAP_FISH_V29_SERVICE_DEMAND_REMOVAL,RYC.json,AAD; SAD,COM_fsh_cap; COM_fsh_aq; COM_fsh_post; COM_fsh_raw,,SC_0,2020-2050,zero final demand; services and raw fish become intermediate commodities pulled by mass links,PJ/year; Mt/year,CALC_FISH_V29_FINAL_DEMAND CALC_FISH_V29_CAPTURE_INTENSITY CALC_FISH_V29_AQUACULTURE_INTENSITY CALC_FISH_V29_POST_INTENSITY,,
MAP_FISH_V29_IMPORT_FLOOR,RYT.json,TAL,TEC_imp_fsh_food,,SC_0,2020-2050,CALC_FISH_V29_IMPORT_FLOOR,Mt/year activity,CALC_FISH_V29_IMPORT_FLOOR,,
MAP_FISH_V29_ACTIVITY_CAPACITY,RYT.json,COTU; TAU; TAMinCI; TAMinC; TAMaxCI; TAMaxC; RC; FC; CC; AF,TEC_fsh_cap_harv; TEC_fsh_aq_harv; TEC_fsh_post_prc; TEC_imp_fsh_food,,SC_0,2020-2050,"one-year accounting capacities; capture/aquaculture TAU use sourced ceilings; TAL only constrains imports; CC=1e-6; AF=1",mixed activity/capacity units,ASM_FISH_IMPORT_BACKSTOP ASM_FISH_ACCOUNTING_CAPACITY ASM_FISH_CAPTURE_SCREENING_CEILING ASM_FISH_AQUACULTURE_PROGRAMME_CEILING ASM_FISH_NO_PRODUCTION_FLOOR,,
MAP_FISH_V29_LIFE_CAU,RT.json,OL; CAU,TEC_fsh_cap_harv; TEC_fsh_aq_harv; TEC_fsh_post_prc; TEC_imp_fsh_food,,SC_0,2020-2050,OL=1; CAU=1,year; Mt/year per capacity unit,ASM_FISH_ACCOUNTING_CAPACITY,,
MAP_FISH_V29_MASS_RATIOS,RYTCM.json,IAR; OAR,TEC_fsh_cap_harv; TEC_fsh_aq_harv; TEC_fsh_post_prc; TEC_imp_fsh_food,1,SC_0,2020-2050,capture IAR=1.4161813110181312 PJ/Mt; aquaculture IAR=1.35; post IAR=1 FSHRAW + 0.8131218816039891 PJ/Mt; all mass OAR=1,PJ/Mt; Mt/Mt,CALC_FISH_V29_CAPTURE_INTENSITY CALC_FISH_V29_AQUACULTURE_INTENSITY CALC_FISH_V29_POST_INTENSITY ASM_FISH_RAW_FOOD_ONE_TO_ONE,,
MAP_FISH_V29_MODE_COST,RYTM.json,VC; TADML; TAIML; TAMLL; TAMUL,TEC_fsh_cap_harv; TEC_fsh_aq_harv; TEC_fsh_post_prc; TEC_imp_fsh_food,1,SC_0,2020-2050,IMPFSHFOOD VC=200; other mass-link VC=0; mode minima zero; mode upper open,million USD/Mt; activity,CALC_FISH_V29_IMPORT_VC,,
MAP_FISH_V29_TIMESLICES,RYTTs.json,CF,TEC_fsh_cap_harv; TEC_fsh_aq_harv; TEC_fsh_post_prc; TEC_imp_fsh_food,,SC_0,2020-2050,1 in each timeslice,fraction,ASM_FISH_ACCOUNTING_CAPACITY,,
MAP_FISH_V29_INPUT_SNAPSHOT,data_sources/snapshots/fiji_v29_population_fisheries_trade.json,complete evidence snapshot,Fiji fish population food trade and service inputs,,SC_0,2020-2050,source observations; HS rows; population; service calibration; policy,mixed,CALC_FISH_V29_FINAL_DEMAND CALC_FISH_V29_IMPORT_FLOOR CALC_FISH_V29_CAPTURE_INTENSITY CALC_FISH_V29_AQUACULTURE_INTENSITY CALC_FISH_V29_POST_INTENSITY,,
MAP_FISH_V29_MANIFEST,model/inputs/population_fisheries_trade_v29_manifest.json,complete active supporting record,Fiji_v2.9 population Fisheries trade,,SC_0,2020-2050,full annual demand/import/export series; classifications; equation map; diagnostics; validation,mixed,CALC_FISH_V29_FINAL_DEMAND CALC_FISH_V29_IMPORT_FLOOR CALC_FISH_V29_SOLVER_VALIDATION,,
MAP_FISH_V29_VALIDATION,validation/population_fisheries_trade_v29_final.json,validation evidence,Fiji_v2.9,,SC_0,2020-2050,deterministic + generation + GLPK + CBC + control + mass/service balances + duals + identity/timestamps,status,CALC_FISH_V29_SOLVER_VALIDATION,,
MAP_FISH_V29_CAPTURE_ACTIVITY_CEILING,RYT.json,TAU,TEC_fsh_cap_harv,,SC_0,2020-2050,0.023661,Mt/year,CALC_FISH_V29_CAPTURE_ACTIVITY_CEILING ASM_FISH_CAPTURE_SCREENING_CEILING,CHG_FSH_BOUNDS_V29,Enforced by AAC2_TotalAnnualTechnologyActivityUpperLimit.
MAP_FISH_V29_AQUACULTURE_ACTIVITY_CEILING,RYT.json,TAU,TEC_fsh_aq_harv,,SC_0,2020-2050,"0.000216925 through 2023; 0.000350 0.000530 0.000800 0.001180 0.001450 in 2024-2028; 0.001450 thereafter",Mt/year,CALC_FISH_V29_AQUACULTURE_ACTIVITY_CEILING ASM_FISH_AQUACULTURE_PROGRAMME_CEILING,CHG_FSH_BOUNDS_V29,Enforced by AAC2_TotalAnnualTechnologyActivityUpperLimit.
MAP_FISH_V29_NO_DOMESTIC_PRODUCTION_FLOOR,RYT.json,TAL,TEC_fsh_cap_harv; TEC_fsh_aq_harv,,SC_0,2020-2050,0,Mt/year,ASM_FISH_NO_PRODUCTION_FLOOR,CHG_FSH_BOUNDS_V29,Neither domestic production route is forced.
MAP_FISH_V29_BOUNDS_VALIDATION,validation/fisheries_bounds_v29_final.json,validation evidence,Fiji_v2.9.0,,SC_0,2020-2050,"deterministic + generation + GLPK + bounded/live CBC + control + annual ceilings/balances/duals + identity/timestamps",status,CALC_FISH_V29_BOUNDS_SOLVER_VALIDATION,CHG_FSH_BOUNDS_V29,Final promoted live run Fisheries_Bounds_Table18_v2.9.
MAP_FISH_V29_SHOCK_VALIDATION,validation/population_fisheries_trade_v29_final.json,95 percent domestic fish production-loss diagnostic,FSHCAPHARV; FSHAQHARV; IMPFSHFOOD,,diagnostic only,2020-2050,combined domestic harvest <=5 percent of normal; imports cover the loss,Mt,CALC_FISH_V29_SHOCK_VALIDATION,,
MAP_RAW_LINEAGE_ARCHIVES,data_sources/evidence/v25_lineage/ARCHIVE_MANIFEST.csv,immutable inherited-source archive inventory,Fiji raw build through Fiji_v2.5,,SC_0,2020-2050,two exact retained archives with verified SHA-256 values,archive record,SRC_FIJI_RAW_BUILD_ARCHIVE SRC_FIJI_V25_HANDOFF SRC_FIJI_V25_ARCHIVE_MANIFEST ASM_RAW_BASELINE ASM_RAW_NATIONAL_NODE,,Documentation-only recovery anchor; active model values are unchanged.
MAP_RAW_TIME_SLICES,RYDtb.json,time-slice duration and daypart mapping,Fiji national node,,SC_0,2020-2050,four seasons by three dayparts with equal season duration and declared daypart hours,fraction,CALC_RAW_TIME_SLICES ASM_RAW_SEASONS ASM_RAW_DAYPARTS,,Inherited from the pinned raw country build and carried through Fiji_v2.5.
MAP_RAW_ENERGY_DEFAULTS,genData.json,raw energy-system technology and commodity defaults,Fiji national energy system,,SC_0,2020-2050,pinned upstream defaults subsequently calibrated in documented Fiji phases,mixed,SRC_CLEWS_GLOBAL_PINNED SRC_OSEMOSYS_GLOBAL_PINNED SRC_CLEWSY_PINNED SRC_FIJI_RAW_BUILD_ARCHIVE ASM_RAW_ENERGY_DEFAULTS ASM_RAW_TECH_OPTIONS,,Immediate inherited values remain inspectable in the v2.5 handoff.
MAP_RAW_GAEZ_CACHE,RYTCM.json,crop yield and crop-water coefficients,GAEZ crop technologies and land-water modes,,SC_0,2020-2050,72 selected crop-raster requests plus two bundled base rasters,mixed,SRC_GAEZ_CWD_HIGH_TABLE SRC_GAEZ_CWD_LOW_TABLE SRC_GAEZ_EVT_HIGH_TABLE SRC_GAEZ_EVT_LOW_TABLE SRC_GAEZ_YLD_HIGH_TABLE SRC_GAEZ_YLD_LOW_TABLE SRC_GAEZ_FJI_RASTER_MANIFEST SRC_GAEZ_FJI_BASE_MANIFEST SRC_GAEZ_FJI_LCTYPE_RASTER SRC_GAEZ_FJI_PRC_RASTER CALC_RAW_GAEZ_CACHE ASM_RAW_RCP45 ASM_RAW_CROP_PROXY,,Exact selection rows filenames and URLs are recovered; the 72 temporary raster payload bytes were not retained.
MAP_RAW_FAOSTAT_SELECTION,RYC.json,2020 crop area and production anchors,ten selected Fiji crop records,,SC_0,2020,exact source rows and values retained in the Fiji selection table,ha; tonnes,SRC_FAOSTAT_RAW_HARVESTED SRC_FAOSTAT_RAW_PRODUCTION SRC_FAOSTAT_FJI_RAW_SELECTION CALC_RAW_CROP_MAPPING ASM_RAW_CROP_PROXY,,Selected raw records and fallback mappings are explicit.
MAP_RAW_SSP2_GROWTH,RYC.json,raw population-linked demand growth,Fiji crop demand paths,,SC_0,2021-2050,annual normalized index reconstructed from exact SSP2 workbook row,data index,SRC_SSP2_FJI_WORKBOOK SRC_SSP2_FJI_ROW SRC_SSP2_FJI_ANNUAL CALC_RAW_SSP2_INDEX,,Exact workbook row is data!A553:Y553.
MAP_RAW_LAND_NORMALIZATION,land_allocation_2020.json,land allocation normalization,Fiji land classes,,SC_0,2020,GAEZ land totals normalized to the declared national land area,km2,SRC_FIJI_LAND_AREA SRC_GADM41_FJI SRC_FIJI_RAW_BUILD_ARCHIVE CALC_RAW_LAND_NORMALIZATION ASM_RAW_LAND_AREA ASM_RAW_FOUR_CLUSTERS,,Raw build scripts and summaries are retained in the source archive.
MAP_RAW_RESERVE_PROXY,RYCn.json,reserve-margin user-defined constraint proxy,Fiji electricity supply technologies,,SC_0,2020-2050,declared RHS and technology coefficients,mixed,CALC_RAW_RESERVE_RHS CALC_RAW_RESERVE_LHS ASM_RAW_RESERVE_PROXY,,MUIO compatibility treatment is documented and unchanged.
MAP_RAW_DISCOUNT,R.json,discount rate,Fiji national node,,SC_0,2020-2050,0.10,fraction,CALC_RAW_DISCOUNT ASM_RAW_DISCOUNT,,Inherited raw-build assumption.
MAP_V2_GRID_SUPPLY,RYC.json,grid-electricity final demand,ELCGRID,,SC_0,2020-2050,observed annual electricity supply converted from MWh to PJ,PJ,SRC_FBS_ENERGY_2024 CALC_V2_MWH_TO_PJ ASM_V2_GRID_BOUNDARY,,Original Fiji v2 calibration evidence is retained in the v2.5 handoff.
MAP_V2_FLEET,RYT.json,residual generating capacity,Fiji electricity generation technologies,,SC_0,2020-2050,commissioned fleet capacity by technology,GW,SRC_FBS_ENERGY_2024 CALC_V2_RESIDUAL_CAPACITY ASM_V2_FLEET,,Original Fiji v2 calibration source files and ledgers are retained.
MAP_V2_WIND_AF,RYT.json,wind availability factor,Fiji wind technologies,,SC_0,2020-2050,observed-generation-derived annual availability factor,fraction,SRC_FBS_ENERGY_2024 CALC_V2_WIND_AF ASM_V2_WIND,,Original Fiji v2 calculation chain is retained.
MAP_PUBLIC_WATER_DEMAND,RYC.json,public-water final demand,WTRPUB,,SC_0,2020-2050,reported annual production converted from ML to km3,km3,SRC_FBS_WATER_2024 CALC_PUBLIC_WATER_ML_KM3 ASM_PUBLIC_WATER_BOUNDARY ASM_PUBLIC_WATER_PROFILE,,Phase 1B public-water evidence and scripts are retained in the v2.5 handoff.
MAP_PUBLIC_WATER_IAR,RYTCM.json,public-water process input-output ratios,WTRSUR; WTRPUB,,SC_0,2020-2050,unit-consistent surface-water treatment chain,km3/PJ; km3/km3,SRC_FBS_WATER_2024 CALC_PUBLIC_WATER_SURFACE_IAR CALC_PUBLIC_WATER_UNIT ASM_PUBLIC_WATER_ELECTRICITY,,Phase 1B lineage recovered from the retained handoff.
MAP_PUBLIC_GW_QUARANTINE,RYT.json,groundwater-route availability,Fiji public-water groundwater technologies,,SC_0,2020-2050,quarantined pending defensible Fiji groundwater evidence,status,ASM_PUBLIC_GW_QUARANTINE,,The explicit boundary choice is preserved from Phase 1B.
MAP_ELEC_SECTOR_DEMAND,RYC.json,sectoral electricity demand,commercial; industrial; residential electricity commodities,,SC_0,2020-2050,historical sector split with disclosed future growth rules,PJ,SRC_EFL_2024_EXTRACT SRC_FIJI_MICS_2021 CALC_ELEC_HISTORICAL_SPLIT CALC_ELEC_COMMERCIAL CALC_ELEC_INDUSTRIAL CALC_ELEC_RESIDENTIAL CALC_ELEC_OVERHEAD ASM_ELEC_ACCOUNT_BOUNDARY ASM_ELEC_COM_GROWTH ASM_ELEC_IND_GROWTH ASM_ELEC_RES_PROJECTION ASM_ELEC_OVERHEAD,,Phase 1C source extracts scripts and ledgers are retained in the v2.5 handoff.
MAP_ELEC_SECTOR_PROFILE,RYCTs.json,sectoral electricity load profiles,commercial; industrial; residential electricity commodities,,SC_0,2020-2050,declared sector time-slice profiles,fraction,ASM_ELEC_PROFILE,,Phase 1C profile assumptions are explicit.
MAP_CANE_THROUGHPUT,RYC.json,sugar-cane throughput,CANEFJI,,SC_0,2020-2050,observed mill throughput through 2023 and disclosed future pathway,Mt,SRC_FSC_REPORTS_2021_25 CALC_CANE_HISTORY CALC_CANE_FUTURE ASM_CANE_HISTORY ASM_CANE_FUTURE,,Phase 1D reports and exact calculation scripts are retained in the v2.5 handoff.
MAP_BAGASSE_RATIOS,RYTCM.json,bagasse cogeneration input-output ratios,bagasse and electricity cogeneration technologies,,SC_0,2020-2050,declared bagasse yield and exported-electricity relationship,mixed,SRC_FSC_REPORTS_2021_25 SRC_IRENA_SUGARCANE_2019 CALC_BAGASSE_EXPORT ASM_BAGASSE_EXPORT,,Phase 1D evidence chain recovered.
MAP_BIOMASS_STOCK_SPLIT,RYT.json,residual biomass-generation capacity,bagasse and wood generation technologies,,SC_0,2020-2050,observed aggregate biomass stock split using declared boundary assumptions,GW,SRC_FIJI_REI_IP CALC_BIOMASS_STOCK_SPLIT CALC_WOOD_RESIDUAL ASM_BAGASSE_STOCK ASM_WOOD_RESIDUAL,,Phase 1D retained source files and calculations are available in the handoff.
